OpenTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,CloseTime,QuoteVolume,Count,TakerBuyVolume,TakerBuyQuoteVolume,Ignore
1542499200000,5630.49,5645.0,5626.07,5631.26,257.648588,1542500099999,1451992.72310066,1751,158.298648,892151.35506449,0
1542500100000,5631.56,5637.37,5631.42,5634.32,202.407211,1542500999999,1140469.41379778,1173,113.041371,636951.53492201,0
1542501000000,5634.12,5641.0,5631.47,5635.47,182.172119,1542501899999,1026640.77704205,1325,99.300712,559616.3979321,0
1542501900000,5636.75,5656.0,5634.29,5651.35,288.561716,1542502799999,1630100.94575465,2122,163.190248,921846.56422292,0
1542502800000,5650.36,5653.18,5642.71,5645.26,219.360684,1542503699999,1238747.41225338,1389,127.800452,721719.81327128,0
1542503700000,5645.5,5649.26,5640.79,5641.05,193.47815,1542504599999,1092167.87841523,1262,108.130457,610384.49725112,0
1542504600000,5641.25,5644.99,5637.46,5642.07,186.05147,1542505499999,1049581.17302835,1325,108.896018,614343.65154508,0
1542505500000,5642.06,5644.0,5640.5,5642.78,193.214237,1542506399999,1090067.67956071,1305,97.991619,552865.58035044,0
1542506400000,5642.98,5682.0,5641.0,5660.64,442.106416,1542507299999,2502620.47760536,2532,309.836032,1754403.40762588,0
1542507300000,5660.77,5673.13,5652.63,5671.42,294.636617,1542508199999,1667523.48462668,1765,157.835178,893336.19557881,0
1542508200000,5671.85,5679.99,5660.9,5662.63,366.784292,1542509099999,2078445.75504254,1731,176.164483,998422.01578078,0
1542509100000,5662.5,5670.81,5661.53,5664.25,247.492331,1542509999999,1402431.2092537,1620,125.947286,713701.80948873,0
1542510000000,5664.97,5685.0,5664.97,5681.12,307.46866,1542510899999,1744166.72596685,1811,158.203911,897555.3778215,0
1542510900000,5681.33,5688.84,5671.4,5671.86,335.694612,1542511799999,1906991.41932531,2025,170.220142,966980.53459094,0
1542511800000,5672.08,5674.75,5666.0,5670.8,234.160706,1542512699999,1327616.76957711,1561,116.180335,658735.87536588,0
1542512700000,5670.4,5677.66,5669.61,5671.24,262.560347,1542513599999,1489498.69392682,1706,124.67952,707343.73375164,0
1542513600000,5671.31,5671.9,5666.01,5669.72,209.70718,1542514499999,1188873.05755567,1265,113.914968,645829.48120522,0
1542514500000,5669.72,5670.0,5655.0,5660.29,251.315757,1542515399999,1423315.30575889,1586,129.88631,735681.67396717,0
1542515400000,5660.9,5665.25,5657.24,5660.81,252.890137,1542516299999,1431723.70319603,1502,111.759307,632763.11008001,0
1542516300000,5658.89,5661.72,5653.54,5661.07,194.559986,1542517199999,1100662.2769172,1363,115.766034,654917.10412013,0
1542517200000,5659.71,5662.07,5653.09,5655.05,232.187123,1542518099999,1313412.28665183,1390,105.918828,599201.15330086,0
1542518100000,5657.39,5668.84,5654.83,5662.74,273.467787,1542518999999,1548411.69960335,1829,154.651462,875677.22232497,0
1542519000000,5662.02,5681.3,5662.02,5678.25,245.325379,1542519899999,1391345.20767072,1772,147.43607,836190.25331335,0
1542519900000,5679.99,5685.0,5671.36,5673.39,218.384406,1542520799999,1240465.40034213,1764,121.670656,691151.49004975,0
1542520800000,5675.47,5680.0,5668.99,5671.26,213.274228,1542521699999,1209772.57718447,1487,108.898054,617778.55701023,0
1542521700000,5671.46,5681.9,5670.32,5676.31,217.459947,1542522599999,1234602.65523179,1646,110.574536,627776.48928621,0
1542522600000,5676.2,5680.0,5668.99,5671.0,208.409181,1542523499999,1182479.15803027,1522,102.606864,582196.32831893,0
1542523500000,5670.08,5672.59,5661.59,5668.88,250.804866,1542524399999,1421329.42931825,1592,129.839738,735828.19259386,0
1542524400000,5669.59,5679.99,5666.65,5674.03,215.29781,1542525299999,1221262.97011285,1230,129.240134,733165.64383206,0
1542525300000,5673.4,5678.97,5670.26,5676.94,211.986141,1542526199999,1203101.99369182,1372,103.985507,590184.38603186,0
1542526200000,5678.32,5678.89,5673.2,5677.0,208.307491,1542527099999,1182315.6681185,1429,116.674541,662249.89755604,0
1542527100000,5677.0,5679.0,5659.1,5660.59,307.738207,1542527999999,1746031.65226364,1812,118.634253,673014.80901845,0
1542528000000,5661.58,5663.29,5637.03,5654.67,296.091471,1542528899999,1674144.07732081,1911,144.184512,815395.00123567,0
1542528900000,5655.0,5655.0,5646.92,5651.04,246.270137,1542529799999,1391605.68889881,1565,159.933006,903743.78262174,0
1542529800000,5651.04,5651.05,5642.0,5644.8,215.812606,1542530699999,1218383.32063726,1566,123.752276,698669.37722663,0
1542530700000,5644.81,5651.05,5642.02,5645.76,215.893681,1542531599999,1219139.69018919,1388,117.653609,664376.28261568,0
1542531600000,5646.27,5655.83,5645.76,5652.02,192.795128,1542532499999,1089435.41602388,1334,114.016267,644287.37596063,0
1542532500000,5652.22,5654.0,5643.67,5644.66,185.237328,1542533399999,1046383.39529868,1243,104.17548,588503.74241849,0
1542533400000,5644.95,5648.95,5637.9,5639.61,197.988471,1542534299999,1117229.01418632,1222,110.998895,626386.39181339,0
1542534300000,5639.62,5645.6,5639.4,5643.41,190.061665,1542535199999,1072506.30551761,1341,110.297162,622423.3533769,0
1542535200000,5641.74,5643.6,5635.0,5637.81,249.999352,1542536099999,1409841.7763775,1575,133.529039,753065.05392619,0
1542536100000,5637.93,5638.36,5633.33,5634.57,230.098465,1542536999999,1296894.85333896,1507,136.273466,768126.40826816,0
1542537000000,5635.81,5637.89,5630.22,5631.34,216.590632,1542537899999,1220644.11296539,1530,114.910709,647630.70223831,0
1542537900000,5631.59,5633.06,5617.0,5617.8,264.330747,1542538799999,1487389.97132817,1970,132.454686,745270.32602587,0
1542538800000,5617.7,5631.0,5617.7,5624.89,259.703651,1542539699999,1461474.32398826,1790,136.469125,767954.46031193,0
1542539700000,5624.28,5632.09,5621.0,5630.17,235.1745,1542540599999,1323529.6674449,1608,124.40965,700159.77410346,0
1542540600000,5630.17,5642.28,5626.47,5633.95,227.89635,1542541499999,1284300.39805448,1566,121.434764,684346.23078229,0
1542541500000,5634.15,5642.47,5627.0,5627.01,270.70422,1542542399999,1526266.12828197,1411,116.28557,655677.30326424,0
1542542400000,5629.2,5643.75,5627.01,5642.29,210.414419,1542543299999,1186179.64601394,1528,106.09625,598096.1261563,0
1542543300000,5643.71,5653.14,5640.35,5649.47,236.667565,1542544199999,1336588.43343515,1696,125.863343,710856.44069573,0
1542544200000,5649.06,5650.0,5640.04,5644.71,189.992062,1542545099999,1072689.18940873,1395,98.344911,555280.00839746,0
1542545100000,5644.62,5649.23,5642.34,5649.03,179.184873,1542545999999,1011676.37354745,1264,112.059259,632706.26554398,0
1542546000000,5649.03,5650.72,5638.0,5638.85,297.900133,1542546899999,1681105.51224793,1620,208.146291,1174632.74772073,0
1542546900000,5638.85,5644.83,5635.5,5641.96,200.801318,1542547799999,1132717.33292616,1422,128.26087,723558.17309024,0
1542547800000,5641.96,5646.18,5638.44,5641.75,194.129053,1542548699999,1095405.40428309,1364,112.752349,636241.97133651,0
1542548700000,5641.75,5643.44,5622.0,5624.28,292.035016,1542549599999,1644762.19782624,2167,132.183794,744402.02646562,0
1542549600000,5625.8,5641.58,5624.0,5638.1,201.530575,1542550499999,1134914.04008841,1379,127.726972,719339.29202129,0
1542550500000,5637.51,5644.98,5636.64,5643.38,206.502789,1542551399999,1164783.5559592,1340,124.57277,702683.09038749,0
1542551400000,5644.55,5645.08,5636.2,5641.64,216.43093,1542552299999,1220664.87612627,1762,103.66674,584721.77653979,0
1542552300000,5641.64,5650.0,5634.03,5647.75,200.017844,1542553199999,1128215.70096346,1611,107.579196,606832.90309346,0
1542553200000,5647.75,5649.62,5625.49,5636.52,261.098573,1542554099999,1473124.1954764,1595,115.620523,652457.01126395,0
1542554100000,5635.38,5645.76,5634.14,5642.0,173.755673,1542554999999,979927.74239129,1236,92.959199,524292.98833473,0
1542555000000,5641.96,5647.15,5638.94,5644.08,185.300852,1542555899999,1045623.53948655,1243,96.820942,546357.23112703,0
1542555900000,5644.8,5647.9,5635.58,5641.09,293.161,1542556799999,1654239.58258075,1894,138.390261,781016.46039468,0
1542556800000,5642.38,5646.44,5637.18,5645.88,194.926633,1542557699999,1099950.31194327,1669,117.139284,661035.47079905,0
1542557700000,5644.61,5659.97,5642.56,5654.12,257.31206,1542558599999,1454430.15895813,2026,142.89854,807674.03099987,0
1542558600000,5652.89,5661.09,5651.89,5654.46,232.70359,1542559499999,1316540.25942527,1616,126.528194,715893.87521107,0
1542559500000,5654.93,5659.06,5640.44,5652.2,198.074467,1542560399999,1119795.40030451,1465,107.079366,605403.69745523,0
1542560400000,5653.77,5653.77,5643.05,5651.56,182.429786,1542561299999,1030319.44629235,1507,97.018792,547979.09851205,0
1542561300000,5651.56,5656.22,5648.35,5650.75,204.162447,1542562199999,1153808.22071643,1426,94.614231,534734.86481901,0
1542562200000,5650.98,5654.36,5648.62,5648.89,177.170149,1542563099999,1001084.59708994,1279,89.218275,504143.93262155,0
1542563100000,5648.91,5653.0,5645.52,5650.61,175.148055,1542563999999,989565.58733638,1247,93.873159,530392.92019753,0
1542564000000,5650.28,5652.82,5648.0,5648.16,170.53016,1542564899999,963451.72830454,1095,101.552057,573750.18845806,0
1542564900000,5648.15,5652.27,5646.15,5652.22,175.503186,1542565799999,991336.74820471,1046,89.299394,504441.38928588,0
1542565800000,5652.22,5667.85,5650.71,5662.93,252.436733,1542566699999,1428197.73509956,1752,130.389556,737816.763508,0
1542566700000,5662.88,5679.98,5656.01,5679.0,261.808308,1542567599999,1483265.01085811,1958,141.684403,802800.39752784,0
1542567600000,5679.98,5738.17,5679.24,5704.0,1134.54505,1542568499999,6477906.34728356,5322,683.162537,3899363.68600479,0
1542568500000,5703.45,5704.99,5676.0,5693.83,575.955647,1542569399999,3278454.72881716,2553,255.642793,1455174.16200753,0
1542569400000,5693.83,5696.85,5678.23,5687.9,336.770044,1542570299999,1915187.65485656,1765,184.637659,1050035.21769959,0
1542570300000,5687.91,5692.0,5682.94,5687.36,282.092856,1542571199999,1604573.22181913,1286,154.546378,879092.15231345,0
