OpenTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,CloseTime,QuoteVolume,Count,TakerBuyVolume,TakerBuyQuoteVolume,Ignore
1630540800000,48810.51,48978.0,48584.06,48873.96,878.99815,1630541699999,42927477.3802279,21395,466.45896,22779095.8461817,0
1630541700000,48873.97,48949.74,48775.36,48783.67,430.36194,1630542599999,21031784.7041212,11540,196.78674,9617394.9128248,0
1630542600000,48783.67,48892.65,48755.92,48822.98,346.738,1630543499999,16929025.6352516,9539,169.19202,8260032.1674179,0
1630543500000,48822.98,48835.03,48688.48,48785.18,453.58856,1630544399999,22117155.5566549,10470,206.38739,10063183.4388695,0
1630544400000,48785.17,48822.39,48667.44,48727.18,444.32504,1630545299999,21661260.2777579,11665,220.43945,10746905.284036,0
1630545300000,48727.19,49045.71,48679.4,49025.39,658.12391,1630546199999,32175242.4470383,14798,424.815,20774581.676754,0
1630546200000,49021.81,49562.87,49021.66,49550.04,2000.04891,1630547099999,98705599.9221575,52022,1230.19199,60710689.6517904,0
1630547100000,49550.7,49800.0,49537.87,49708.13,1450.580009,1630547999999,72110930.28855398,43695,709.077395,35245310.75075947,0
1630548000000,49708.12,49787.28,49565.8,49785.0,846.99533,1630548899999,42063722.6105699,19034,439.94166,21849741.9583152,0
1630548900000,49784.99,49830.71,49621.13,49761.5,796.98942,1630549799999,39644739.21679249,18322,423.218703,21053649.49605246,0
1630549800000,49761.49,49870.0,49630.87,49633.02,623.02662,1630550699999,30996140.98688736,17108,289.30521,14394754.64400926,0
1630550700000,49634.46,49716.3,49566.61,49570.44,434.18241,1630551599999,21558924.7845608,11770,202.42633,10052081.6333322,0
1630551600000,49570.43,49678.05,49553.96,49657.11,399.72836,1630552499999,19838872.2388489,16711,198.46096,9849463.79093,0
1630552500000,49657.12,49683.19,49560.0,49565.12,500.41845,1630553399999,24824832.3540515,18255,198.11593,9828340.270418,0
1630553400000,49565.11,49659.86,49551.0,49599.96,424.60361,1630554299999,21062734.1343595,17188,230.87942,11453449.1182711,0
1630554300000,49599.97,49645.0,49551.0,49561.24,339.53844,1630555199999,16839296.9856549,15064,194.88681,9665450.6051657,0
1630555200000,49557.88,49622.01,49369.37,49474.11,754.99943,1630556099999,37384602.4362824,25309,298.12982,14759570.8157093,0
1630556100000,49474.12,49476.59,49303.48,49362.0,417.59476,1630556999999,20621147.2251058,23212,196.17705,9687474.3041864,0
1630557000000,49362.0,49481.91,49362.0,49392.36,396.65365,1630557899999,19601958.5435517,19849,232.54705,11492625.6217293,0
