OpenTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,CloseTime,QuoteVolume,Count,TakerBuyVolume,TakerBuyQuoteVolume,Ignore
1560038400000,7895.28,7930.04,7893.21,7919.54,211.264636,1560039299999,1672445.46138704,2307,110.981343,878433.76317498,0
1560039300000,7919.54,7935.0,7888.2,7894.32,138.457636,1560040199999,1096006.35580956,2128,59.809104,473454.26938344,0
1560040200000,7896.06,7902.62,7882.0,7885.92,184.12799,1560041099999,1453346.46300541,2537,94.922636,749259.20960958,0
1560041100000,7885.65,7887.84,7845.5,7868.37,319.833353,1560041999999,2515340.79156453,3500,145.722995,1146111.98656128,0
1560042000000,7868.37,7890.27,7836.76,7879.6,267.715127,1560042899999,2106404.45623837,2465,144.205904,1134910.55661278,0
1560042900000,7879.6,7889.17,7854.44,7864.57,189.777171,1560043799999,1494174.67200598,2278,107.689047,847962.71767922,0
1560043800000,7866.43,7880.94,7858.07,7867.26,122.967319,1560044699999,967750.36476063,1638,77.443362,609465.52859698,0
1560044700000,7869.48,7873.72,7853.97,7856.39,110.040705,1560045599999,865243.47672359,1550,69.535775,546758.57801351,0
1560045600000,7856.38,7872.03,7843.57,7870.17,161.784254,1560046499999,1271014.43435004,2203,80.741596,634334.01407014,0
1560046500000,7871.56,7876.6,7850.13,7855.05,169.394033,1560047399999,1332496.55892734,2055,102.737845,808287.54794673,0
1560047400000,7856.07,7865.88,7831.0,7864.29,153.507584,1560048299999,1204580.46537565,2310,74.342758,583390.29029029,0
1560048300000,7862.76,7865.0,7837.26,7843.29,128.042482,1560049199999,1005153.62892833,2059,62.656884,491915.35079711,0
1560049200000,7843.22,7867.0,7836.79,7856.82,124.405311,1560050099999,977621.46862721,1931,58.473494,459481.85222907,0
1560050100000,7853.59,7864.86,7840.0,7851.69,126.332068,1560050999999,991827.32951409,1721,66.715979,523839.4601816,0
1560051000000,7851.68,7866.66,7843.06,7865.62,86.648829,1560051899999,680764.32787206,1424,44.07545,346313.01074996,0
1560051900000,7865.65,7885.49,7863.67,7873.31,125.625622,1560052799999,989079.44049509,1660,52.896238,416481.0492508,0
1560052800000,7873.37,7876.97,7860.0,7864.73,126.328176,1560053699999,993813.51292465,1491,55.67279,438008.13066447,0
1560053700000,7864.7,7864.91,7850.04,7853.95,96.77234,1560054599999,760365.20745381,1411,61.350924,482034.24521383,0
1560054600000,7853.95,7868.0,7853.09,7861.45,105.95818,1560055499999,833010.06794699,1275,59.859711,470633.55286298,0
1560055500000,7860.62,7875.82,7856.53,7874.64,74.702968,1560056399999,587634.8654026,1301,46.095729,362636.49240422,0
1560056400000,7875.82,7883.09,7870.46,7879.03,118.907417,1560057299999,936696.9328147,1672,64.725435,509914.87562134,0
1560057300000,7880.86,7881.63,7861.21,7873.42,110.418573,1560058199999,868943.13463576,1492,61.300165,482395.55200739,0
1560058200000,7873.41,7882.7,7860.98,7879.78,114.014559,1560059099999,897651.84199801,1636,71.451198,562539.48549448,0
1560059100000,7877.32,7880.42,7870.0,7873.78,70.163266,1560059999999,552508.81288313,1150,46.457728,365854.48403247,0
1560060000000,7873.79,7877.56,7857.4,7859.82,131.599252,1560060899999,1035956.56699811,1493,55.842353,439549.42738267,0
1560060900000,7857.36,7866.33,7842.0,7846.55,147.067592,1560061799999,1155572.68473031,1709,84.5689,664580.3155691,0
1560061800000,7846.55,7859.92,7842.19,7854.22,153.249134,1560062699999,1203130.01609606,1652,97.601932,766263.01039128,0
1560062700000,7855.99,7882.52,7854.27,7874.38,194.742288,1560063599999,1533139.35742855,2007,131.155146,1032603.71690988,0
1560063600000,7873.87,7879.29,7851.3,7857.1,515.539002,1560064499999,4052550.28213391,2225,232.220187,1825692.91608059,0
1560064500000,7857.98,7871.24,7857.1,7863.95,324.984435,1560065399999,2555229.69644514,1610,269.382148,2118008.79253099,0
1560065400000,7864.56,7900.73,7862.76,7885.62,382.331475,1560066299999,3014560.63743718,3293,256.211871,2020347.18665206,0
1560066300000,7887.5,7908.0,7880.54,7899.01,238.330975,1560067199999,1881606.93440921,2147,148.436505,1171931.44152542,0
1560067200000,7898.92,7925.99,7881.49,7896.41,342.486345,1560068099999,2708735.74623225,3173,199.715238,1579612.02982509,0
1560068100000,7895.42,7899.99,7875.0,7888.95,172.817776,1560068999999,1363544.2789919,1920,87.71163,692091.43162102,0
1560069000000,7890.49,7914.21,7886.01,7910.01,152.539768,1560069899999,1205408.85466101,1930,88.527334,699585.29045003,0
1560069900000,7911.88,7911.88,7891.55,7895.0,299.421803,1560070799999,2365284.13553295,1953,231.205035,1826384.91634434,0
1560070800000,7895.0,7895.92,7881.07,7885.69,217.699074,1560071699999,1717851.10843782,1978,147.426912,1163491.30459312,0
1560071700000,7885.69,7891.26,7879.34,7886.04,137.005592,1560072599999,1080493.91914118,1505,82.872742,653630.12907518,0
1560072600000,7886.04,7886.99,7857.97,7869.46,181.085994,1560073499999,1425304.74146904,2112,98.067856,771930.18529048,0
1560073500000,7870.0,7885.0,7863.0,7877.45,150.180316,1560074399999,1182611.49084559,1533,114.251694,899666.86318307,0
1560074400000,7877.45,7880.86,7844.53,7844.61,430.699515,1560075299999,3388003.17824817,2922,281.158443,2211964.76199413,0
1560075300000,7844.49,7869.37,7843.0,7862.51,246.25182,1560076199999,1935687.70649911,1975,173.47409,1363741.26099136,0
1560076200000,7863.0,7874.99,7861.23,7872.44,237.458934,1560077099999,1868665.97094152,1612,145.461326,1144625.87698576,0
1560077100000,7872.43,7872.43,7852.31,7864.76,135.011098,1560077999999,1061711.99017368,1630,68.109531,535635.23855122,0
1560078000000,7864.78,7882.0,7861.75,7874.34,118.084693,1560078899999,929638.55378024,1635,73.547267,579011.47054212,0
1560078900000,7874.56,7893.56,7868.18,7886.1,181.796099,1560079799999,1432806.58096457,1968,83.508106,658173.88916425,0
1560079800000,7885.96,7890.04,7877.01,7882.27,119.85959,1560080699999,944895.89955984,1498,67.584378,532784.87258535,0
1560080700000,7881.85,7881.85,7835.0,7852.63,209.87179,1560081599999,1649598.59112207,2782,81.406727,639825.68131692,0
1560081600000,7850.12,7852.6,7780.02,7795.44,703.22315,1560082499999,5488273.84737338,7294,313.183343,2443651.10833449,0
1560082500000,7795.48,7814.8,7740.46,7762.76,743.013702,1560083399999,5776352.67267293,6483,328.791564,2556586.26245864,0
1560083400000,7763.64,7764.13,7685.0,7716.08,2279.821781,1560084299999,17606633.11946653,11470,1094.347975,8444333.73833345,0
1560084300000,7716.07,7768.69,7711.92,7742.76,608.132811,1560085199999,4711350.42864169,4278,234.583439,1816829.98011457,0
1560085200000,7740.98,7771.61,7737.85,7742.39,236.097001,1560086099999,1831334.73851871,2659,119.163457,924388.4494562,0
1560086100000,7744.32,7765.56,7727.28,7730.92,318.988533,1560086999999,2471768.34166462,3144,177.835162,1378004.81519586,0
1560087000000,7729.28,7745.99,7686.44,7699.0,495.404522,1560087899999,3823544.46809587,5870,262.777642,2028695.52212935,0
1560087900000,7699.22,7740.56,7681.92,7728.21,599.867607,1560088799999,4623815.75686993,5447,367.103136,2829122.05468498,0
1560088800000,7729.71,7735.0,7665.43,7668.06,754.352475,1560089699999,5803960.08115537,6945,348.52673,2680731.52879876,0
1560089700000,7668.07,7702.63,7667.75,7689.42,435.144115,1560090599999,3346174.59945738,4307,241.188265,1854585.06964432,0
1560090600000,7688.61,7734.93,7678.13,7731.01,566.971009,1560091499999,4372981.32630208,4851,360.308503,2779028.6105634,0
1560091500000,7731.02,7756.06,7717.86,7754.35,324.044717,1560092399999,2506281.03761491,3728,163.315532,1263271.68330181,0
1560092400000,7754.57,7755.0,7717.46,7725.08,274.665293,1560093299999,2124650.7845983,3184,123.217735,953039.58980438,0
1560093300000,7726.77,7742.44,7724.78,7728.89,206.757877,1560094199999,1599001.86889039,2916,130.803095,1011682.11783907,0
1560094200000,7727.34,7742.86,7696.99,7700.0,296.221763,1560095099999,2285228.6628552,3764,143.333974,1106085.45022566,0
1560095100000,7700.01,7732.17,7692.78,7716.72,251.327388,1560095999999,1938237.53370708,3575,119.410463,920977.47167785,0
1560096000000,7718.92,7720.0,7625.0,7670.03,1091.543457,1560096899999,8362434.76949309,12265,503.151742,3855874.8445711,0
1560096900000,7670.03,7682.46,7648.18,7657.93,583.877702,1560097799999,4475053.89794536,5805,292.1133,2238691.67907316,0
1560097800000,7656.58,7658.43,7585.0,7607.84,1022.451146,1560098699999,7790158.80665404,10959,425.673257,3243568.11153249,0
1560098700000,7606.78,7643.0,7571.55,7629.9,799.429466,1560099599999,6084647.62989963,7601,395.101856,3008097.70491852,0
1560099600000,7631.13,7650.0,7606.99,7640.0,487.471375,1560100499999,3718114.61746898,4662,316.794576,2416356.00682927,0
1560100500000,7639.99,7657.87,7622.29,7654.95,289.246277,1560101399999,2211508.85678001,3422,144.005585,1101069.71534226,0
1560101400000,7654.95,7657.76,7610.69,7627.03,322.245919,1560102299999,2459432.58666584,4182,167.388949,1277682.42069078,0
1560102300000,7627.11,7650.0,7575.0,7632.34,547.796804,1560103199999,4171891.9079707,5788,269.836008,2056005.91158259,0
1560103200000,7634.24,7661.99,7623.19,7649.83,297.564093,1560104099999,2275448.81221544,3444,124.438151,951505.88672389,0
1560104100000,7648.4,7679.24,7647.02,7649.25,317.364042,1560104999999,2433038.55260047,4047,137.78051,1056320.72784265,0
1560105000000,7653.58,7668.27,7643.56,7656.84,162.803598,1560105899999,1246796.31975695,2731,92.29862,706872.45700664,0
1560105900000,7658.09,7672.63,7649.88,7660.98,172.379341,1560106799999,1320794.86678165,2338,92.03554,705224.78690286,0
1560106800000,7660.74,7689.72,7655.0,7667.19,254.37176,1560107699999,1952131.0269339,3146,107.723301,826697.30275189,0
1560107700000,7668.11,7720.0,7660.03,7713.13,391.523848,1560108599999,3012463.08573323,3820,228.103774,1753769.07156024,0
1560108600000,7712.82,7759.0,7707.62,7721.44,449.097819,1560109499999,3471118.15851913,4870,264.833079,2047057.12895054,0
1560109500000,7720.0,7738.79,7712.02,7732.06,228.966021,1560110399999,1769014.84200343,2986,146.478241,1131756.23400413,0
1560110400000,7732.06,7739.12,7689.22,7697.46,282.826207,1560111299999,2181170.47038197,3613,120.317889,928145.76431302,0
1560111300000,7698.99,7716.25,7675.0,7696.05,221.2187,1560112199999,1701856.8259349,3319,119.267246,917606.33294111,0
1560112200000,7696.48,7704.36,7677.1,7703.02,169.554051,1560113099999,1304125.08569415,2616,90.671389,697436.37024603,0
1560113100000,7703.06,7720.42,7695.0,7696.43,273.208535,1560113999999,2106742.93944949,2582,66.464104,512418.46393959,0
1560114000000,7696.28,7724.99,7680.13,7719.52,155.124525,1560114899999,1194886.89571054,2376,75.736959,583410.7234712,0
1560114900000,7719.5,7724.99,7645.85,7659.35,288.964323,1560115799999,2219890.35986872,4217,132.703628,1019295.30198702,0
1560115800000,7659.99,7681.04,7610.0,7626.64,290.899494,1560116699999,2222250.60572542,4380,126.224579,964782.6918919,0
1560116700000,7625.02,7648.98,7609.76,7615.35,283.243131,1560117599999,2160709.60158786,3383,151.728172,1157699.98851372,0
1560117600000,7615.35,7618.87,7526.55,7555.73,1166.444709,1560118499999,8828186.17356951,9253,352.30203,2664049.18511203,0
1560118500000,7558.06,7588.5,7514.15,7518.38,623.512098,1560119399999,4705777.78657387,6053,277.170825,2093501.99797316,0
